vehicle_id,position_x,position_y,position_z,mvec_x,mvec_y,mvec_z,bbox_x_min,bbox_x_max,bbox_y_min,bbox_y_max,bbox_z_min,bbox_z_max
146,-16.598829702727276,2.3364708640909093,1.1311479914636364,0,0,0,0,0,0,0,0,0
145,-18.47486472125,5.772905945875,1.1213715597999998,0,0,0,0,0,0,0,0,0
144,24.70158577,-49.724992755,1.08601295955,0,0,0,0,0,0,0,0,0
143,28.1757669425,-50.927064895,1.2622503040000002,0,0,0,0,0,0,0,0,0
142,31.62891293,54.84314728,1.17612209905,0,0,0,0,0,0,0,0,0
141,34.8982791875,53.004606245,1.110892027425,0,0,0,0,0,0,0,0,0
